2R	71500	8	1.000	0.004702899
2R	72500	12	1.000	0.007077188
2R	73500	0	1.000	0.000000000
2R	74500	1	1.000	0.000582152
2R	75500	21	1.000	0.012270879
2R	76500	34	1.000	0.019838860
2R	77500	25	1.000	0.014599489
2R	78500	57	1.000	0.033228364
2R	79500	31	0.983	0.018544702
2R	80500	45	1.000	0.026242536
2R	81500	22	0.982	0.013135144
2R	82500	22	1.000	0.012944391
2R	83500	1	1.000	0.000582152
2R	84500	2	1.000	0.001164305
2R	85500	1	0.555	0.001048923
2R	86500	0	0.133	na
2R	87500	1	1.000	0.000582152
2R	88500	2	1.000	0.001164305
2R	89500	2	0.977	0.001191714
2R	90500	1	1.000	0.000582152
2R	91500	10	0.969	0.006007764
2R	92500	2	0.963	0.001209039
2R	93500	0	0.000	na
2R	94500	2	0.725	0.001605938
2R	95500	3	1.000	0.001746457
2R	96500	2	1.000	0.001164305
2R	97500	2	1.000	0.001164305
2R	98500	2	1.000	0.001164305
2R	99500	1	1.000	0.000582152
2R	100500	27	1.000	0.015763793
2R	101500	2	1.000	0.001164305
2R	102500	8	0.903	0.005157496
2R	103500	6	0.764	0.004571877
2R	104500	1	1.000	0.000582152
2R	105500	2	1.000	0.001164305
2R	106500	5	1.000	0.002956442
2R	107500	0	1.000	0.000000000
2R	108500	1	1.000	0.000627832
2R	109500	0	1.000	0.000000000
2R	110500	2	1.000	0.001164305
2R	111500	3	1.000	0.001746457
2R	112500	2	1.000	0.001164305
2R	113500	1	1.000	0.000582152
2R	114500	2	1.000	0.001164305
2R	115500	3	1.000	0.001746457
2R	116500	2	1.000	0.001164305
2R	117500	1	1.000	0.000582152
2R	118500	0	0.618	0.000000000
2R	119500	1	0.789	0.000737836
2R	120500	0	0.434	na
2R	121500	0	0.452	na
2R	122500	8	0.751	0.006323007
2R	123500	4	1.000	0.002328609
2R	124500	3	1.000	0.001746457
2R	125500	1	1.000	0.000582152
2R	126500	4	1.000	0.002328609
2R	127500	5	1.000	0.002910762
2R	128500	30	1.000	0.017555930
2R	129500	1	1.000	0.000582152
2R	130500	2	1.000	0.001164305
2R	131500	3	1.000	0.001746457
2R	132500	1	1.000	0.000582152
2R	133500	1	0.934	0.000623289
2R	134500	0	0.122	na
2R	135500	0	0.359	na
2R	136500	9	0.780	0.006717143
2R	137500	0	0.854	0.000000000
2R	138500	8	1.000	0.004748579
2R	139500	2	1.000	0.001164305
2R	140500	1	1.000	0.000582152
2R	141500	1	1.000	0.000582152
2R	142500	0	1.000	0.000000000
2R	143500	1	0.764	0.000761980
2R	144500	6	0.849	0.004114151
2R	145500	39	1.000	0.022886661
2R	146500	17	1.000	0.009942270
2R	147500	13	1.000	0.007613660
2R	148500	2	1.000	0.001164305
2R	149500	1	1.000	0.000582152
2R	150500	1	1.000	0.000582152
2R	151500	1	1.000	0.000582152
2R	152500	0	1.000	0.000000000
2R	153500	0	1.000	0.000000000
2R	154500	0	1.000	0.000000000
2R	155500	0	1.000	0.000000000
2R	156500	2	1.000	0.001209985
2R	157500	0	1.000	0.000000000
2R	158500	3	1.000	0.001746457
2R	159500	2	1.000	0.001164305
2R	160500	2	1.000	0.001164305
2R	161500	0	1.000	0.000000000
2R	162500	0	1.000	0.000000000
2R	163500	1	1.000	0.000582152
2R	164500	8	1.000	0.004657219
2R	165500	10	1.000	0.005821524
2R	166500	1	1.000	0.000582152
2R	167500	3	1.000	0.001746457
2R	168500	2	1.000	0.001164305
2R	169500	1	1.000	0.000582152
2R	170500	0	1.000	0.000000000
2R	171500	0	1.000	0.000000000
2R	172500	0	1.000	0.000000000
2R	173500	0	1.000	0.000000000
2R	174500	1	1.000	0.000582152
2R	175500	1	1.000	0.000582152
2R	176500	5	1.000	0.002910762
2R	177500	6	1.000	0.003538594
2R	178500	0	1.000	0.000000000
2R	179500	3	1.000	0.001746457
2R	180500	1	1.000	0.000582152
2R	181500	1	1.000	0.000582152
2R	182500	1	1.000	0.000582152
2R	183500	1	1.000	0.000582152
2R	184500	0	1.000	0.000000000
2R	185500	0	1.000	0.000000000
2R	186500	0	1.000	0.000000000
2R	187500	4	1.000	0.002328609
2R	188500	19	1.000	0.011060895
2R	189500	24	0.978	0.014332655
2R	190500	0	1.000	0.000000000
2R	191500	0	1.000	0.000000000
2R	192500	2	1.000	0.001209985
2R	193500	3	1.000	0.001746457
2R	194500	12	0.899	0.007770665
2R	195500	3	0.838	0.002084078
2R	196500	0	1.000	0.000000000
2R	197500	1	1.000	0.000582152
2R	198500	2	1.000	0.001164305
2R	199500	2	1.000	0.001164305
2R	200500	1	1.000	0.000582152
2R	201500	0	1.000	0.000000000
2R	202500	1	0.750	0.000776203
2R	203500	0	0.688	0.000000000
2R	204500	1	1.000	0.000582152
2R	205500	1	1.000	0.000582152
2R	206500	1	1.000	0.000582152
2R	207500	2	1.000	0.001164305
2R	208500	3	1.000	0.001746457
2R	209500	0	1.000	0.000000000
2R	210500	1	1.000	0.000582152
2R	211500	2	1.000	0.001164305
2R	212500	0	1.000	0.000000000
2R	213500	0	1.000	0.000000000
2R	214500	0	0.894	0.000000000
2R	215500	0	1.000	0.000000000
2R	216500	2	1.000	0.001164305
2R	217500	0	1.000	0.000000000
2R	218500	2	1.000	0.001164305
2R	219500	1	0.359	na
2R	220500	1	1.000	0.000582152
2R	221500	3	1.000	0.001746457
2R	222500	5	0.894	0.003255886
2R	223500	1	1.000	0.000582152
2R	224500	0	1.000	0.000000000
2R	225500	3	1.000	0.001837817
2R	226500	3	1.000	0.001746457
2R	227500	2	1.000	0.001209985
2R	228500	7	1.000	0.004075066
2R	229500	4	0.704	0.003307684
2R	230500	6	0.368	na
2R	231500	22	1.000	0.012807352
2R	232500	1	1.000	0.000582152
2R	233500	12	1.000	0.006985828
2R	234500	51	1.000	0.029826810
2R	235500	7	1.000	0.004166426
2R	236500	3	1.000	0.001746457
2R	237500	7	1.000	0.004075066
2R	238500	1	1.000	0.000582152
2R	239500	2	1.000	0.001164305
2R	240500	0	1.000	0.000000000
2R	241500	7	1.000	0.004075066
2R	242500	0	1.000	0.000000000
2R	243500	1	1.000	0.000582152
2R	244500	1	1.000	0.000582152
2R	245500	12	1.000	0.006985828
2R	246500	14	1.000	0.008150133
2R	247500	9	1.000	0.005239371
2R	248500	1	1.000	0.000582152
2R	249500	2	1.000	0.001209985
2R	250500	0	0.907	0.000000000
2R	251500	0	0.000	na
2R	252500	1	0.511	0.001228635
2R	253500	1	1.000	0.000582152
2R	254500	3	1.000	0.001746457
2R	255500	1	1.000	0.000582152
2R	256500	0	1.000	0.000000000
2R	257500	1	1.000	0.000582152
2R	258500	3	1.000	0.001792137
2R	259500	9	1.000	0.005239371
2R	260500	3	1.000	0.001746457
2R	261500	3	1.000	0.001746457
2R	262500	2	1.000	0.001164305
2R	263500	5	1.000	0.002910762
2R	264500	6	1.000	0.003538594
2R	265500	0	1.000	0.000000000
2R	266500	2	1.000	0.001164305
2R	267500	2	1.000	0.001164305
2R	268500	0	1.000	0.000000000
2R	269500	1	1.000	0.000582152
2R	270500	1	1.000	0.000582152
2R	271500	2	1.000	0.001164305
2R	272500	1	1.000	0.000582152
2R	273500	1	1.000	0.000582152
2R	274500	1	1.000	0.000582152
2R	275500	2	1.000	0.001164305
2R	276500	0	1.000	0.000000000
2R	277500	1	1.000	0.000582152
2R	278500	1	1.000	0.000582152
2R	279500	3	1.000	0.001746457
2R	280500	1	1.000	0.000582152
2R	281500	1	1.000	0.000582152
2R	282500	0	1.000	0.000000000
2R	283500	1	1.000	0.000582152
2R	284500	2	1.000	0.001164305
2R	285500	1	1.000	0.000582152
2R	286500	1	1.000	0.000582152
2R	287500	4	1.000	0.002328609
2R	288500	0	1.000	0.000000000
2R	289500	0	0.943	0.000000000
2R	290500	1	0.155	na
2R	291500	1	1.000	0.000582152
2R	292500	1	1.000	0.000582152
2R	293500	4	1.000	0.002374289
2R	294500	3	0.695	0.002512888
2R	295500	6	0.799	0.004371607
2R	296500	33	1.000	0.019348067
2R	297500	7	1.000	0.004120746
2R	298500	3	1.000	0.001746457
2R	299500	0	1.000	0.000000000
2R	300500	4	1.000	0.002328609
2R	301500	1	1.000	0.000582152
2R	302500	31	1.000	0.018229443
2R	303500	19	0.989	0.011230106
2R	304500	1	1.000	0.000582152
2R	305500	0	0.835	0.000000000
2R	306500	3	1.000	0.001746457
2R	307500	4	0.988	0.002403127
2R	308500	0	0.989	0.000000000
2R	309500	2	1.000	0.001164305
2R	310500	3	0.830	0.002104165
2R	311500	8	1.000	0.004748579
2R	312500	16	1.000	0.009314438
2R	313500	0	1.000	0.000000000
2R	314500	22	0.979	0.013128735
2R	315500	22	0.962	0.013360740
2R	316500	30	1.000	0.017555930
2R	317500	6	1.000	0.003492914
2R	318500	21	1.000	0.012225199
2R	319500	18	1.000	0.010615782
2R	320500	31	0.977	0.018471569
2R	321500	43	1.000	0.025123911
2R	322500	22	1.000	0.012853032
2R	323500	36	1.000	0.021094524
2R	324500	10	1.000	0.005867203
2R	325500	2	1.000	0.001164305
2R	326500	1	1.000	0.000582152
2R	327500	1	1.000	0.000582152
2R	328500	1	1.000	0.000582152
2R	329500	2	1.000	0.001164305
2R	330500	1	1.000	0.000582152
2R	331500	2	1.000	0.001164305
2R	332500	1	1.000	0.000582152
2R	333500	2	1.000	0.001164305
2R	334500	1	1.000	0.000582152
2R	335500	3	1.000	0.001746457
2R	336500	1	1.000	0.000582152
2R	337500	2	1.000	0.001164305
2R	338500	3	1.000	0.001853988
2R	339500	2	1.000	0.001164305
2R	340500	1	1.000	0.000582152
2R	341500	3	1.000	0.001746457
2R	342500	0	1.000	0.000000000
2R	343500	2	1.000	0.001164305
2R	344500	3	1.000	0.001746457
2R	345500	1	1.000	0.000582152
2R	346500	1	1.000	0.000582152
2R	347500	0	1.000	0.000000000
2R	348500	0	0.809	0.000000000
2R	349500	0	0.800	0.000000000
2R	350500	5	1.000	0.002910762
2R	351500	8	1.000	0.004657219
2R	352500	11	1.000	0.006403676
2R	353500	3	1.000	0.001746457
2R	354500	1	1.000	0.000582152
2R	355500	2	1.000	0.001164305
2R	356500	1	1.000	0.000582152
2R	357500	6	0.949	0.003680626
2R	358500	9	0.936	0.005646422
2R	359500	2	1.000	0.001164305
2R	360500	0	1.000	0.000000000
2R	361500	1	1.000	0.000582152
2R	362500	0	1.000	0.000000000
2R	363500	1	1.000	0.000582152
2R	364500	8	1.000	0.004657219
2R	365500	3	1.000	0.001746457
2R	366500	1	1.000	0.000582152
2R	367500	1	1.000	0.000582152
2R	368500	0	1.000	0.000000000
2R	369500	14	1.000	0.008195813
2R	370500	2	1.000	0.001164305
2R	371500	3	0.954	0.001878550
2R	372500	11	1.000	0.006449356
2R	373500	7	0.719	0.005667686
2R	374500	0	1.000	0.000000000
2R	375500	1	1.000	0.000582152
2R	376500	2	1.000	0.001164305
2R	377500	0	1.000	0.000000000
2R	378500	0	0.589	0.000000000
2R	379500	7	1.000	0.004120746
2R	380500	5	1.000	0.002910762
2R	381500	3	1.000	0.001746457
2R	382500	1	1.000	0.000582152
2R	383500	1	1.000	0.000582152
2R	384500	0	1.000	0.000000000
2R	385500	1	1.000	0.000582152
2R	386500	3	1.000	0.001746457
2R	387500	1	1.000	0.000582152
2R	388500	0	1.000	0.000000000
2R	389500	1	1.000	0.000582152
2R	390500	4	0.980	0.002376132
2R	391500	2	1.000	0.001164305
2R	392500	0	1.000	0.000000000
2R	393500	2	1.000	0.001164305
2R	394500	4	1.000	0.002328609
2R	395500	2	1.000	0.001164305
2R	396500	1	1.000	0.000582152
2R	397500	2	1.000	0.001209985
2R	398500	13	1.000	0.007567981
2R	399500	1	1.000	0.000582152
2R	400500	1	1.000	0.000582152
2R	401500	6	1.000	0.003538594
2R	402500	11	1.000	0.006403676
2R	403500	1	1.000	0.000582152
2R	404500	1	1.000	0.000582152
2R	405500	2	1.000	0.001164305
2R	406500	1	1.000	0.000582152
2R	407500	2	1.000	0.001164305
2R	408500	1	1.000	0.000582152
2R	409500	0	1.000	0.000000000
2R	410500	2	1.000	0.001164305
2R	411500	2	1.000	0.001164305
2R	412500	3	1.000	0.001792137
2R	413500	0	1.000	0.000000000
2R	414500	2	1.000	0.001209985
2R	415500	1	1.000	0.000582152
2R	416500	3	1.000	0.001746457
2R	417500	11	1.000	0.006403676
2R	418500	9	1.000	0.005285051
2R	419500	1	1.000	0.000582152
2R	420500	6	1.000	0.003492914
2R	421500	7	0.867	0.004752879
2R	422500	10	0.614	0.009481309
2R	423500	0	0.118	na
2R	424500	9	0.779	0.006784404
2R	425500	0	1.000	0.000000000
2R	426500	1	1.000	0.000582152
2R	427500	1	1.000	0.000582152
2R	428500	1	1.000	0.000582152
2R	429500	1	1.000	0.000582152
2R	430500	2	1.000	0.001164305
2R	431500	9	1.000	0.005239371
2R	432500	3	1.000	0.001746457
2R	433500	18	1.000	0.010570102
2R	434500	39	1.000	0.022795302
2R	435500	19	1.000	0.011060895
2R	436500	12	0.979	0.007228997
2R	437500	9	1.000	0.005239371
2R	438500	0	1.000	0.000000000
2R	439500	1	1.000	0.000582152
2R	440500	2	1.000	0.001164305
2R	441500	5	1.000	0.002910762
2R	442500	0	1.000	0.000000000
2R	443500	1	1.000	0.000582152
2R	444500	4	1.000	0.002328609
2R	445500	1	1.000	0.000582152
2R	446500	0	0.988	0.000000000
2R	447500	0	1.000	0.000000000
2R	448500	3	1.000	0.001746457
2R	449500	0	1.000	0.000000000
2R	450500	2	1.000	0.001164305
2R	451500	2	1.000	0.001164305
2R	452500	2	1.000	0.001164305
2R	453500	1	1.000	0.000582152
2R	454500	4	1.000	0.002328609
2R	455500	43	0.911	0.027578387
2R	456500	19	1.000	0.011060895
2R	457500	24	1.000	0.014291416
2R	458500	27	0.978	0.016228348
2R	459500	5	1.000	0.002910762
2R	460500	0	0.910	0.000000000
2R	461500	0	1.000	0.000000000
2R	462500	1	1.000	0.000582152
2R	463500	2	1.000	0.001164305
2R	464500	17	1.000	0.009896590
2R	465500	14	1.000	0.008150133
2R	466500	4	0.693	0.003360187
2R	467500	0	0.619	0.000000000
2R	468500	1	0.977	0.000595857
2R	469500	2	1.000	0.001164305
2R	470500	2	1.000	0.001164305
2R	471500	1	1.000	0.000582152
2R	472500	4	1.000	0.002328609
2R	473500	1	1.000	0.000582152
2R	474500	1	0.709	0.000821089
2R	475500	6	0.888	0.003933462
2R	476500	18	1.000	0.010478742
2R	477500	56	0.980	0.033452297
2R	478500	39	1.000	0.022795302
2R	479500	7	1.000	0.004075066
2R	480500	2	1.000	0.001164305
2R	481500	6	0.696	0.005018555
2R	482500	2	1.000	0.001209985
2R	483500	2	1.000	0.001164305
2R	484500	1	1.000	0.000582152
2R	485500	4	1.000	0.002374289
2R	486500	21	1.000	0.012407919
2R	487500	1	1.000	0.000582152
2R	488500	1	1.000	0.000582152
2R	489500	12	0.924	0.007560420
2R	490500	11	0.797	0.008034725
2R	491500	0	1.000	0.000000000
2R	492500	26	0.971	0.015823234
2R	493500	32	1.000	0.018628875
2R	494500	67	1.000	0.039186927
2R	495500	28	1.000	0.016345946
2R	496500	18	0.979	0.010750176
2R	497500	1	0.506	0.001150499
2R	498500	10	1.000	0.005867203
2R	499500	34	0.992	0.020136996
